-2.175135374069213867e+00,1.999958515167236328e+00,3.546538203954696655e-02,-2.175135374069213867e+00,1.999958515167236328e+00,3.546538203954696655e-02
-2.175135374069213867e+00,1.999958515167236328e+00,3.546538203954696655e-02,-1.646022558212280273e+00,1.991640806198120117e+00,3.546661883592605591e-02
-1.646022558212280273e+00,1.991640806198120117e+00,3.546661883592605591e-02,-1.115758419036865234e+00,1.982354640960693359e+00,3.546782582998275757e-02
-1.115758419036865234e+00,1.982354640960693359e+00,3.546782582998275757e-02,-5.872741937637329102e-01,1.978066325187683105e+00,3.546879813075065613e-02
-5.872741937637329102e-01,1.978066325187683105e+00,3.546879813075065613e-02,-3.447262570261955261e-02,1.963786959648132324e+00,3.546498343348503113e-02
-5.872741937637329102e-01,1.978066325187683105e+00,3.546879813075065613e-02,-8.861497640609741211e-01,1.494586467742919922e+00,3.546659648418426514e-02
-8.861497640609741211e-01,1.494586467742919922e+00,3.546659648418426514e-02,-1.440021634101867676e+00,1.497249603271484375e+00,3.546407073736190796e-02
-1.440021634101867676e+00,1.497249603271484375e+00,3.546407073736190796e-02,-1.708729267120361328e+00,1.036806821823120117e+00,3.546707332134246826e-02
-1.708729267120361328e+00,1.036806821823120117e+00,3.546707332134246826e-02,-1.454026341438293457e+00,5.754346847534179688e-01,3.546628728508949280e-02
-1.454026341438293457e+00,5.754346847534179688e-01,3.546628728508949280e-02,-9.291896224021911621e-01,5.722326040267944336e-01,3.546709567308425903e-02
-9.291896224021911621e-01,5.722326040267944336e-01,3.546709567308425903e-02,-4.076446294784545898e-01,5.677786469459533691e-01,3.546798974275588989e-02
-4.076446294784545898e-01,5.677786469459533691e-01,3.546798974275588989e-02,1.225789114832878113e-01,5.592156648635864258e-01,3.546701371669769287e-02
1.225789114832878113e-01,5.592156648635864258e-01,3.546701371669769287e-02,6.441990733146667480e-01,5.570399761199951172e-01,3.546708822250366211e-02
6.441990733146667480e-01,5.570399761199951172e-01,3.546708822250366211e-02,1.173097252845764160e+00,5.490195155143737793e-01,3.546496108174324036e-02
1.173097252845764160e+00,5.490195155143737793e-01,3.546496108174324036e-02,1.426635026931762695e+00,8.808063715696334839e-02,3.546348214149475098e-02
1.426635026931762695e+00,8.808063715696334839e-02,3.546348214149475098e-02,1.989803075790405273e+00,9.446477144956588745e-02,3.546554967761039734e-02
1.989803075790405273e+00,9.446477144956588745e-02,3.546554967761039734e-02,1.714946150779724121e+00,-3.752674758434295654e-01,3.546559065580368042e-02
1.714946150779724121e+00,-3.752674758434295654e-01,3.546559065580368042e-02,2.275954484939575195e+00,-3.703852593898773193e-01,3.546649217605590820e-02
2.275954484939575195e+00,-3.703852593898773193e-01,3.546649217605590820e-02,2.002664327621459961e+00,-8.214846253395080566e-01,3.546756505966186523e-02
2.002664327621459961e+00,-8.214846253395080566e-01,3.546756505966186523e-02,1.734399199485778809e+00,-1.278497934341430664e+00,3.546282649040222168e-02
1.734399199485778809e+00,-1.278497934341430664e+00,3.546282649040222168e-02,1.461659789085388184e+00,-1.752210378646850586e+00,3.546703979372978210e-02
1.461659789085388184e+00,-1.752210378646850586e+00,3.546703979372978210e-02,9.286266565322875977e-01,-1.748179197311401367e+00,3.546489030122756958e-02
9.286266565322875977e-01,-1.748179197311401367e+00,3.546489030122756958e-02,6.600844860076904297e-01,-2.223923206329345703e+00,3.546833992004394531e-02
6.600844860076904297e-01,-2.223923206329345703e+00,3.546833992004394531e-02,1.187329441308975220e-01,-2.213162422180175781e+00,3.546759486198425293e-02
1.187329441308975220e-01,-2.213162422180175781e+00,3.546759486198425293e-02,-4.039387106895446777e-01,-2.211899518966674805e+00,3.546595200896263123e-02
-4.039387106895446777e-01,-2.211899518966674805e+00,3.546595200896263123e-02,-9.331137537956237793e-01,-2.209907293319702148e+00,3.546601906418800354e-02
-9.331137537956237793e-01,-2.209907293319702148e+00,3.546601906418800354e-02,-1.458987236022949219e+00,-2.211602687835693359e+00,3.546469286084175110e-02
-1.458987236022949219e+00,-2.211602687835693359e+00,3.546469286084175110e-02,-2.016441345214843750e+00,-2.214407205581665039e+00,3.546664863824844360e-02
-2.016441345214843750e+00,-2.214407205581665039e+00,3.546664863824844360e-02,-1.738697648048400879e+00,-1.763371229171752930e+00,3.546831384301185608e-02
