-4.524901866912841797e+00,4.499743461608886719e+00,5.546708405017852783e-02
-4.024987220764160156e+00,4.499920368194580078e+00,5.546699464321136475e-02
-3.518064737319946289e+00,4.504876613616943359e+00,5.546531081199645996e-02
-3.022008419036865234e+00,4.500898361206054688e+00,5.546859651803970337e-02
-4.279658317565917969e+00,4.070638656616210938e+00,5.546411126852035522e-02
-3.778723716735839844e+00,4.068579196929931641e+00,5.546714738011360168e-02
-2.525551080703735352e+00,4.500819683074951172e+00,5.546025186777114868e-02
-3.270970344543457031e+00,4.078859806060791016e+00,5.546691268682479858e-02
-4.031245708465576172e+00,3.646866321563720703e+00,5.546772480010986328e-02
-2.029276609420776367e+00,4.500568389892578125e+00,5.546727031469345093e-02
-2.776093006134033203e+00,4.068711280822753906e+00,5.546613037586212158e-02
-3.533220767974853516e+00,3.644510984420776367e+00,5.546887591481208801e-02
-1.533025860786437988e+00,4.500160694122314453e+00,5.546322464942932129e-02
-2.280009984970092773e+00,4.067595005035400391e+00,5.546865239739418030e-02
-3.025764942169189453e+00,3.648483514785766602e+00,5.546773970127105713e-02
-1.037082195281982422e+00,4.499452590942382812e+00,5.546541139483451843e-02
-1.784366130828857422e+00,4.067254066467285156e+00,5.546648800373077393e-02
-2.531390428543090820e+00,3.636670112609863281e+00,5.546601861715316772e-02
-5.409500598907470703e-01,4.498566627502441406e+00,5.546972528100013733e-02
-1.287312984466552734e+00,4.066796302795410156e+00,5.546989291906356812e-02
-2.034339427947998047e+00,3.634928703308105469e+00,5.546886846423149109e-02
-4.490969702601432800e-02,4.497600078582763672e+00,5.546236783266067505e-02
-7.917269468307495117e-01,4.066253185272216797e+00,5.546648055315017700e-02
-1.538928389549255371e+00,3.634582042694091797e+00,5.546635389328002930e-02
4.499962627887725830e-01,4.496346473693847656e+00,5.546618252992630005e-02
-2.959218323230743408e-01,4.065306663513183594e+00,5.546907708048820496e-02
-1.042309641838073730e+00,3.634035110473632812e+00,5.546850338578224182e-02
9.448068737983703613e-01,4.495198726654052734e+00,5.546317622065544128e-02
2.009005546569824219e-01,4.064183235168457031e+00,5.546820536255836487e-02
-5.467302799224853516e-01,3.633285999298095703e+00,5.546811968088150024e-02
1.440595030784606934e+00,4.493988990783691406e+00,5.546753853559494019e-02
6.955506801605224609e-01,4.062338352203369141e+00,5.546686053276062012e-02
-5.178622528910636902e-02,3.630953073501586914e+00,5.546556413173675537e-02
1.935210227966308594e+00,4.492475986480712891e+00,5.546447262167930603e-02
1.190057754516601562e+00,4.060957908630371094e+00,5.546725541353225708e-02
4.460280537605285645e-01,3.629898309707641602e+00,5.546927824616432190e-02
2.430705070495605469e+00,4.491114616394042969e+00,5.546254664659500122e-02
1.685284972190856934e+00,4.059677124023437500e+00,5.546083301305770874e-02
9.401639699935913086e-01,3.628936290740966797e+00,5.546536669135093689e-02
2.925621986389160156e+00,4.489240646362304688e+00,5.546543747186660767e-02
2.180722236633300781e+00,4.058163166046142578e+00,5.546905845403671265e-02
1.434302330017089844e+00,3.626223087310791016e+00,5.546617880463600159e-02
3.420936346054077148e+00,4.487584114074707031e+00,5.546268075704574585e-02
2.675557374954223633e+00,4.056571006774902344e+00,5.546739324927330017e-02
1.929488062858581543e+00,3.624937295913696289e+00,5.546719208359718323e-02
3.915315628051757812e+00,4.486050605773925781e+00,5.546807497739791870e-02
3.170527696609497070e+00,4.054708003997802734e+00,5.546803772449493408e-02
2.425560235977172852e+00,3.623194932937622070e+00,5.546629056334495544e-02
4.410661220550537109e+00,4.484600543975830078e+00,5.546298995614051819e-02
3.665680885314941406e+00,4.053375720977783203e+00,5.546983703970909119e-02
2.920748233795166016e+00,3.621811866760253906e+00,5.546976253390312195e-02
4.657715320587158203e+00,4.050342559814453125e+00,5.546994507312774658e-02
4.159498214721679688e+00,4.052054405212402344e+00,5.546650663018226624e-02
3.414127588272094727e+00,3.620116233825683594e+00,5.546623095870018005e-02
4.406540393829345703e+00,3.618464469909667969e+00,5.546813085675239563e-02
3.660844564437866211e+00,3.186497688293457031e+00,5.546789616346359253e-02
3.920548677444458008e+00,3.622888803482055664e+00,5.547041073441505432e-02
4.654808044433593750e+00,3.189847230911254883e+00,5.546732246875762939e-02
4.153188705444335938e+00,3.189677000045776367e+00,5.546585470438003540e-02
4.404552936553955078e+00,2.760186433792114258e+00,5.546516552567481995e-02
3.909106254577636719e+00,2.751514911651611328e+00,5.546488985419273376e-02
3.175696849822998047e+00,3.191599845886230469e+00,5.546918138861656189e-02
4.658600330352783203e+00,2.332947015762329102e+00,5.546637624502182007e-02
4.158523082733154297e+00,2.333219528198242188e+00,5.546643584966659546e-02
3.408981800079345703e+00,2.758981466293334961e+00,5.546599999070167542e-02
4.408383369445800781e+00,1.903362035751342773e+00,5.546697601675987244e-02
3.908200740814208984e+00,1.904028177261352539e+00,5.546573549509048462e-02
3.657763719558715820e+00,2.323411464691162109e+00,5.546874925494194031e-02
4.662522792816162109e+00,1.476235508918762207e+00,5.546686798334121704e-02
4.162309646606445312e+00,1.476841092109680176e+00,5.546537414193153381e-02
3.408100128173828125e+00,1.908419132232666016e+00,5.546516180038452148e-02
4.411817550659179688e+00,1.046669721603393555e+00,5.546787008643150330e-02
3.911684036254882812e+00,1.047381401062011719e+00,5.546694248914718628e-02
3.661873102188110352e+00,1.477500438690185547e+00,5.546724796295166016e-02
4.665533542633056641e+00,6.190118789672851562e-01,5.546833202242851257e-02
4.165599822998046875e+00,6.200467348098754883e-01,5.546765774488449097e-02
3.412011623382568359e+00,1.052460432052612305e+00,5.546469986438751221e-02
4.414757728576660156e+00,1.895104199647903442e-01,5.546848103404045105e-02
3.914817094802856445e+00,1.906667053699493408e-01,5.546743050217628479e-02
3.665384769439697266e+00,6.215974092483520508e-01,5.546553432941436768e-02
4.668126106262207031e+00,-2.376980036497116089e-01,5.546870082616806030e-02
4.168069839477539062e+00,-2.370509654283523560e-01,5.546965822577476501e-02
3.414725303649902344e+00,1.952212005853652954e-01,5.546621605753898621e-02
4.417346000671386719e+00,-6.668548583984375000e-01,5.546648055315017700e-02
3.917181730270385742e+00,-6.659944057464599609e-01,5.546785518527030945e-02
3.668654203414916992e+00,-2.357557713985443115e-01,5.546684563159942627e-02
4.670165061950683594e+00,-1.093989372253417969e+00,5.546870455145835876e-02
4.170210361480712891e+00,-1.093033075332641602e+00,5.546952411532402039e-02
3.416500568389892578e+00,-6.617470979690551758e-01,5.546546727418899536e-02
4.419002056121826172e+00,-1.523210406303405762e+00,5.546566098928451538e-02
3.919060468673706055e+00,-1.521968722343444824e+00,5.546544119715690613e-02
3.670552730560302734e+00,-1.092887401580810547e+00,5.546898394823074341e-02
4.671521663665771484e+00,-1.950140476226806641e+00,5.546704679727554321e-02
4.171399116516113281e+00,-1.949307441711425781e+00,5.546767264604568481e-02
3.418095350265502930e+00,-1.517534375190734863e+00,5.546838790178298950e-02
4.420267581939697266e+00,-2.380282878875732422e+00,5.546579882502555847e-02
3.920333862304687500e+00,-2.378917932510375977e+00,5.546495318412780762e-02
3.671500444412231445e+00,-1.948742866516113281e+00,5.546826869249343872e-02
4.672990798950195312e+00,-2.807469606399536133e+00,5.546616390347480774e-02
4.172748565673828125e+00,-2.807352304458618164e+00,5.546540766954421997e-02
3.419031143188476562e+00,-2.374826431274414062e+00,5.546753853559494019e-02
4.420986652374267578e+00,-3.238624811172485352e+00,5.546785518527030945e-02
3.920740604400634766e+00,-3.237812280654907227e+00,5.546677112579345703e-02
3.672026634216308594e+00,-2.805887699127197266e+00,5.546880513429641724e-02
4.673696517944335938e+00,-3.666779756546020508e+00,5.546716973185539246e-02
4.172148704528808594e+00,-3.667013406753540039e+00,5.546634644269943237e-02
3.418735027313232422e+00,-3.233683586120605469e+00,5.546430498361587524e-02
4.420633316040039062e+00,-4.098282814025878906e+00,5.546991154551506042e-02
3.918862819671630859e+00,-4.098229885101318359e+00,5.546819046139717102e-02
3.670797586441040039e+00,-3.665282249450683594e+00,5.546523258090019226e-02
