-2.000047683715820312e+00,1.499986052513122559e+00,3.546664863824844360e-02,-2.000047683715820312e+00,1.499986052513122559e+00,3.546664863824844360e-02
-2.000047683715820312e+00,1.499986052513122559e+00,3.546664863824844360e-02,-1.420365214347839355e+00,1.488157987594604492e+00,3.546607494354248047e-02
-1.420365214347839355e+00,1.488157987594604492e+00,3.546607494354248047e-02,-8.690236210823059082e-01,1.479586005210876465e+00,3.546641021966934204e-02
-8.690236210823059082e-01,1.479586005210876465e+00,3.546641021966934204e-02,-3.037512600421905518e-01,1.468640089035034180e+00,3.546739742159843445e-02
-3.037512600421905518e-01,1.468640089035034180e+00,3.546739742159843445e-02,2.643377780914306641e-01,1.456276059150695801e+00,3.546736016869544983e-02
2.643377780914306641e-01,1.456276059150695801e+00,3.546736016869544983e-02,8.206378221511840820e-01,1.445335268974304199e+00,3.546630591154098511e-02
8.206378221511840820e-01,1.445335268974304199e+00,3.546630591154098511e-02,1.399728298187255859e+00,1.443136453628540039e+00,3.546040505170822144e-02
1.399728298187255859e+00,1.443136453628540039e+00,3.546040505170822144e-02,1.982403278350830078e+00,1.445405960083007812e+00,3.546468541026115417e-02
1.982403278350830078e+00,1.445405960083007812e+00,3.546468541026115417e-02,2.260270595550537109e+00,9.439141154289245605e-01,3.546243533492088318e-02
2.260270595550537109e+00,9.439141154289245605e-01,3.546243533492088318e-02,1.974255323410034180e+00,4.535720646381378174e-01,3.546480834484100342e-02
1.974255323410034180e+00,4.535720646381378174e-01,3.546480834484100342e-02,2.259782791137695312e+00,-4.422071576118469238e-02,3.546430543065071106e-02
2.259782791137695312e+00,-4.422071576118469238e-02,3.546430543065071106e-02,1.971507787704467773e+00,-5.358363389968872070e-01,3.546822443604469299e-02
1.971507787704467773e+00,-5.358363389968872070e-01,3.546822443604469299e-02,2.243525028228759766e+00,-1.019117593765258789e+00,3.546044230461120605e-02
2.243525028228759766e+00,-1.019117593765258789e+00,3.546044230461120605e-02,1.949006438255310059e+00,-1.500675797462463379e+00,3.546593338251113892e-02
1.949006438255310059e+00,-1.500675797462463379e+00,3.546593338251113892e-02,2.244421958923339844e+00,-2.019772529602050781e+00,3.546544164419174194e-02
2.244421958923339844e+00,-2.019772529602050781e+00,3.546544164419174194e-02,1.699768543243408203e+00,-2.016084432601928711e+00,3.546544536948204041e-02
1.699768543243408203e+00,-2.016084432601928711e+00,3.546544536948204041e-02,1.118256926536560059e+00,-2.020122051239013672e+00,3.546643629670143127e-02
1.118256926536560059e+00,-2.020122051239013672e+00,3.546643629670143127e-02,5.488328337669372559e-01,-2.019474983215332031e+00,3.546899184584617615e-02
5.488328337669372559e-01,-2.019474983215332031e+00,3.546899184584617615e-02,-3.927375748753547668e-02,-2.016513109207153320e+00,3.546565026044845581e-02
-3.927375748753547668e-02,-2.016513109207153320e+00,3.546565026044845581e-02,-3.332915306091308594e-01,-1.511333465576171875e+00,3.546525537967681885e-02
-3.332915306091308594e-01,-1.511333465576171875e+00,3.546525537967681885e-02,2.618509531021118164e-01,-1.524607062339782715e+00,3.546673804521560669e-02
2.618509531021118164e-01,-1.524607062339782715e+00,3.546673804521560669e-02,-3.016041778028011322e-02,-1.021003246307373047e+00,3.546870499849319458e-02
-3.016041778028011322e-02,-1.021003246307373047e+00,3.546870499849319458e-02,5.354287028312683105e-01,-1.032385468482971191e+00,3.546280041337013245e-02
5.354287028312683105e-01,-1.032385468482971191e+00,3.546280041337013245e-02,2.462717741727828979e-01,-5.376552343368530273e-01,3.546853363513946533e-02
2.462717741727828979e-01,-5.376552343368530273e-01,3.546853363513946533e-02,-2.860076129436492920e-01,-5.360030531883239746e-01,3.546095639467239380e-02
